support,itemsets,length
0.01,"frozenset({('chocolate',), ('pip fruit',), ('rolls/buns',), ('pickled vegetables',)})",4
0.01,"frozenset({('chocolate',), ('pip fruit',), ('rolls/buns',), ('frozen potato products',)})",4
0.01,"frozenset({('pip fruit',), ('pickled vegetables',), ('rolls/buns',), ('berries',)})",4
0.01,"frozenset({('pip fruit',), ('rolls/buns',), ('frozen potato products',), ('berries',)})",4
0.01,"frozenset({('pip fruit',), ('pickled vegetables',), ('rolls/buns',), ('frozen potato products',)})",4
0.01,"frozenset({('chocolate',), ('pip fruit',), ('pickled vegetables',), ('berries',)})",4
0.01,"frozenset({('chocolate',), ('pip fruit',), ('frozen potato products',), ('berries',)})",4
0.01,"frozenset({('chocolate',), ('pip fruit',), ('pickled vegetables',), ('frozen potato products',)})",4
0.01,"frozenset({('pip fruit',), ('pickled vegetables',), ('berries',), ('frozen potato products',)})",4
0.01,"frozenset({('soda',), ('bottled water',), ('cream cheese',), ('rolls/buns',)})",4
0.01,"frozenset({('newspapers',), ('bottled water',), ('cream cheese',), ('rolls/buns',)})",4
0.01,"frozenset({('bottled water',), ('cream cheese',), ('rolls/buns',), ('butter milk',)})",4
0.01,"frozenset({('spread cheese',), ('bottled water',), ('cream cheese',), ('rolls/buns',)})",4
0.01,"frozenset({('soda',), ('newspapers',), ('cream cheese',), ('rolls/buns',)})",4
0.01,"frozenset({('soda',), ('cream cheese',), ('butter milk',), ('rolls/buns',)})",4
0.01,"frozenset({('soda',), ('spread cheese',), ('cream cheese',), ('rolls/buns',)})",4
0.01,"frozenset({('newspapers',), ('cream cheese',), ('butter milk',), ('rolls/buns',)})",4
0.01,"frozenset({('newspapers',), ('spread cheese',), ('cream cheese',), ('rolls/buns',)})",4
0.01,"frozenset({('spread cheese',), ('cream cheese',), ('butter milk',), ('rolls/buns',)})",4
0.01,"frozenset({('soda',), ('newspapers',), ('bottled water',), ('cream cheese',)})",4
0.01,"frozenset({('soda',), ('bottled water',), ('cream cheese',), ('butter milk',)})",4
0.01,"frozenset({('spread cheese',), ('soda',), ('bottled water',), ('cream cheese',)})",4
0.01,"frozenset({('newspapers',), ('bottled water',), ('cream cheese',), ('butter milk',)})",4
0.01,"frozenset({('spread cheese',), ('newspapers',), ('bottled water',), ('cream cheese',)})",4
0.01,"frozenset({('spread cheese',), ('bottled water',), ('cream cheese',), ('butter milk',)})",4
0.01,"frozenset({('soda',), ('newspapers',), ('cream cheese',), ('butter milk',)})",4
0.01,"frozenset({('soda',), ('newspapers',), ('spread cheese',), ('cream cheese',)})",4
0.01,"frozenset({('soda',), ('spread cheese',), ('cream cheese',), ('butter milk',)})",4
0.01,"frozenset({('newspapers',), ('spread cheese',), ('cream cheese',), ('butter milk',)})",4
0.01,"frozenset({('detergent',), ('newspapers',), ('processed cheese',), ('cream cheese',)})",4
0.01,"frozenset({('long life bakery product',), ('other vegetables',), ('rolls/buns',), ('butter',)})",4
0.01,"frozenset({('long life bakery product',), ('other vegetables',), ('butter',), ('UHT-milk',)})",4
0.01,"frozenset({('long life bakery product',), ('bottled water',), ('butter',), ('other vegetables',)})",4
0.01,"frozenset({('long life bakery product',), ('curd',), ('butter',), ('other vegetables',)})",4
0.01,"frozenset({('long life bakery product',), ('root vegetables',), ('other vegetables',), ('butter',)})",4
0.01,"frozenset({('whipped/sour cream',), ('other vegetables',), ('butter',), ('long life bakery product',)})",4
0.01,"frozenset({('long life bakery product',), ('hard cheese',), ('other vegetables',), ('butter',)})",4
0.01,"frozenset({('long life bakery product',), ('other vegetables',), ('rolls/buns',), ('UHT-milk',)})",4
0.01,"frozenset({('long life bakery product',), ('bottled water',), ('rolls/buns',), ('other vegetables',)})",4
0.01,"frozenset({('long life bakery product',), ('curd',), ('rolls/buns',), ('other vegetables',)})",4
0.01,"frozenset({('long life bakery product',), ('root vegetables',), ('other vegetables',), ('rolls/buns',)})",4
0.01,"frozenset({('whipped/sour cream',), ('other vegetables',), ('rolls/buns',), ('long life bakery product',)})",4
0.01,"frozenset({('long life bakery product',), ('hard cheese',), ('other vegetables',), ('rolls/buns',)})",4
0.01,"frozenset({('long life bakery product',), ('bottled water',), ('UHT-milk',), ('other vegetables',)})",4
0.01,"frozenset({('long life bakery product',), ('curd',), ('UHT-milk',), ('other vegetables',)})",4
0.01,"frozenset({('long life bakery product',), ('root vegetables',), ('other vegetables',), ('UHT-milk',)})",4
0.01,"frozenset({('whipped/sour cream',), ('other vegetables',), ('long life bakery product',), ('UHT-milk',)})",4
0.01,"frozenset({('long life bakery product',), ('hard cheese',), ('other vegetables',), ('UHT-milk',)})",4
0.01,"frozenset({('long life bakery product',), ('bottled water',), ('curd',), ('other vegetables',)})",4
0.01,"frozenset({('long life bakery product',), ('root vegetables',), ('bottled water',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('bottled water',), ('long life bakery product',), ('other vegetables',)})",4
0.01,"frozenset({('long life bakery product',), ('hard cheese',), ('bottled water',), ('other vegetables',)})",4
0.01,"frozenset({('long life bakery product',), ('root vegetables',), ('curd',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('curd',), ('long life bakery product',), ('other vegetables',)})",4
0.01,"frozenset({('long life bakery product',), ('hard cheese',), ('curd',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('root vegetables',), ('other vegetables',), ('long life bakery product',)})",4
0.01,"frozenset({('long life bakery product',), ('root vegetables',), ('other vegetables',), ('hard cheese',)})",4
0.01,"frozenset({('whipped/sour cream',), ('hard cheese',), ('other vegetables',), ('long life bakery product',)})",4
0.01,"frozenset({('butter',), ('other vegetables',), ('rolls/buns',), ('UHT-milk',)})",4
0.01,"frozenset({('butter',), ('bottled water',), ('rolls/buns',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('curd',), ('rolls/buns',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('root vegetables',), ('other vegetables',), ('rolls/buns',)})",4
0.01,"frozenset({('whipped/sour cream',), ('other vegetables',), ('rolls/buns',), ('butter',)})",4
0.01,"frozenset({('butter',), ('hard cheese',), ('other vegetables',), ('rolls/buns',)})",4
0.01,"frozenset({('butter',), ('bottled water',), ('UHT-milk',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('curd',), ('UHT-milk',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('root vegetables',), ('other vegetables',), ('UHT-milk',)})",4
0.01,"frozenset({('whipped/sour cream',), ('other vegetables',), ('butter',), ('UHT-milk',)})",4
0.01,"frozenset({('butter',), ('hard cheese',), ('other vegetables',), ('UHT-milk',)})",4
0.01,"frozenset({('butter',), ('bottled water',), ('curd',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('root vegetables',), ('bottled water',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('bottled water',), ('butter',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('hard cheese',), ('bottled water',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('root vegetables',), ('curd',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('curd',), ('butter',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('hard cheese',), ('curd',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('chicken',), ('detergent',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('root vegetables',), ('chicken',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('chicken',), ('hamburger meat',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('chicken',), ('oil',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('chicken',), ('pasta',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('root vegetables',), ('other vegetables',), ('detergent',)})",4
0.01,"frozenset({('butter',), ('other vegetables',), ('detergent',), ('hamburger meat',)})",4
0.01,"frozenset({('butter',), ('oil',), ('detergent',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('pasta',), ('detergent',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('root vegetables',), ('other vegetables',), ('hamburger meat',)})",4
0.01,"frozenset({('whipped/sour cream',), ('root vegetables',), ('other vegetables',), ('butter',)})",4
0.01,"frozenset({('butter',), ('root vegetables',), ('other vegetables',), ('hard cheese',)})",4
0.01,"frozenset({('butter',), ('root vegetables',), ('other vegetables',), ('oil',)})",4
0.01,"frozenset({('butter',), ('root vegetables',), ('other vegetables',), ('pasta',)})",4
0.01,"frozenset({('butter',), ('oil',), ('hamburger meat',), ('other vegetables',)})",4
0.01,"frozenset({('butter',), ('pasta',), ('hamburger meat',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('hard cheese',), ('other vegetables',), ('butter',)})",4
0.01,"frozenset({('butter',), ('oil',), ('pasta',), ('other vegetables',)})",4
0.01,"frozenset({('soda',), ('abrasive cleaner',), ('pork',), ('other vegetables',)})",4
0.01,"frozenset({('soda',), ('abrasive cleaner',), ('berries',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('soda',), ('abrasive cleaner',), ('other vegetables',)})",4
0.01,"frozenset({('soda',), ('abrasive cleaner',), ('artif. sweetener',), ('other vegetables',)})",4
0.01,"frozenset({('pork',), ('abrasive cleaner',), ('berries',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('abrasive cleaner',), ('pork',), ('other vegetables',)})",4
0.01,"frozenset({('abrasive cleaner',), ('pork',), ('artif. sweetener',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('abrasive cleaner',), ('berries',), ('other vegetables',)})",4
0.01,"frozenset({('abrasive cleaner',), ('berries',), ('artif. sweetener',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('abrasive cleaner',), ('artif. sweetener',), ('other vegetables',)})",4
0.01,"frozenset({('other vegetables',), ('bottled beer',), ('rolls/buns',), ('UHT-milk',)})",4
0.01,"frozenset({('liquor (appetizer)',), ('other vegetables',), ('rolls/buns',), ('UHT-milk',)})",4
0.01,"frozenset({('bottled water',), ('rolls/buns',), ('UHT-milk',), ('other vegetables',)})",4
0.01,"frozenset({('curd',), ('rolls/buns',), ('UHT-milk',), ('other vegetables',)})",4
0.01,"frozenset({('root vegetables',), ('other vegetables',), ('rolls/buns',), ('UHT-milk',)})",4
0.01,"frozenset({('whipped/sour cream',), ('other vegetables',), ('rolls/buns',), ('UHT-milk',)})",4
0.01,"frozenset({('hard cheese',), ('other vegetables',), ('rolls/buns',), ('UHT-milk',)})",4
0.01,"frozenset({('liquor (appetizer)',), ('other vegetables',), ('bottled beer',), ('rolls/buns',)})",4
0.01,"frozenset({('bottled water',), ('rolls/buns',), ('curd',), ('other vegetables',)})",4
0.01,"frozenset({('root vegetables',), ('bottled water',), ('rolls/buns',), ('other vegetables',)})",4
0.01,"frozenset({('bottled water',), ('rolls/buns',), ('hamburger meat',), ('other vegetables',)})",4
0.01,"frozenset({('bottled water',), ('spices',), ('rolls/buns',), ('other vegetables',)})",4
0.01,"frozenset({('bottled water',), ('hygiene articles',), ('rolls/buns',), ('other vegetables',)})",4
0.01,"frozenset({('bottled water',), ('napkins',), ('rolls/buns',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('bottled water',), ('rolls/buns',), ('other vegetables',)})",4
0.01,"frozenset({('hard cheese',), ('bottled water',), ('rolls/buns',), ('other vegetables',)})",4
0.01,"frozenset({('root vegetables',), ('curd',), ('rolls/buns',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('curd',), ('rolls/buns',), ('other vegetables',)})",4
0.01,"frozenset({('hard cheese',), ('curd',), ('rolls/buns',), ('other vegetables',)})",4
0.01,"frozenset({('flour',), ('other vegetables',), ('rolls/buns',), ('root vegetables',)})",4
0.01,"frozenset({('flour',), ('other vegetables',), ('frozen dessert',), ('rolls/buns',)})",4
0.01,"frozenset({('flour',), ('other vegetables',), ('sweet spreads',), ('rolls/buns',)})",4
0.01,"frozenset({('flour',), ('other vegetables',), ('rolls/buns',), ('salty snack',)})",4
0.01,"frozenset({('flour',), ('other vegetables',), ('waffles',), ('rolls/buns',)})",4
0.01,"frozenset({('candy',), ('flour',), ('other vegetables',), ('rolls/buns',)})",4
0.01,"frozenset({('flour',), ('other vegetables',), ('rolls/buns',), ('bathroom cleaner',)})",4
0.01,"frozenset({('root vegetables',), ('other vegetables',), ('frozen dessert',), ('rolls/buns',)})",4
0.01,"frozenset({('root vegetables',), ('other vegetables',), ('sweet spreads',), ('rolls/buns',)})",4
0.01,"frozenset({('root vegetables',), ('other vegetables',), ('rolls/buns',), ('salty snack',)})",4
0.01,"frozenset({('root vegetables',), ('other vegetables',), ('waffles',), ('rolls/buns',)})",4
0.01,"frozenset({('candy',), ('root vegetables',), ('other vegetables',), ('rolls/buns',)})",4
0.01,"frozenset({('bathroom cleaner',), ('other vegetables',), ('rolls/buns',), ('root vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('root vegetables',), ('other vegetables',), ('rolls/buns',)})",4
0.01,"frozenset({('hard cheese',), ('root vegetables',), ('other vegetables',), ('rolls/buns',)})",4
0.01,"frozenset({('other vegetables',), ('sweet spreads',), ('rolls/buns',), ('frozen dessert',)})",4
0.01,"frozenset({('other vegetables',), ('frozen dessert',), ('rolls/buns',), ('salty snack',)})",4
0.01,"frozenset({('other vegetables',), ('waffles',), ('rolls/buns',), ('frozen dessert',)})",4
0.01,"frozenset({('candy',), ('other vegetables',), ('frozen dessert',), ('rolls/buns',)})",4
0.01,"frozenset({('bathroom cleaner',), ('other vegetables',), ('frozen dessert',), ('rolls/buns',)})",4
0.01,"frozenset({('other vegetables',), ('sweet spreads',), ('rolls/buns',), ('salty snack',)})",4
0.01,"frozenset({('other vegetables',), ('sweet spreads',), ('rolls/buns',), ('waffles',)})",4
0.01,"frozenset({('candy',), ('other vegetables',), ('sweet spreads',), ('rolls/buns',)})",4
0.01,"frozenset({('bathroom cleaner',), ('other vegetables',), ('sweet spreads',), ('rolls/buns',)})",4
0.01,"frozenset({('other vegetables',), ('waffles',), ('rolls/buns',), ('salty snack',)})",4
0.01,"frozenset({('candy',), ('other vegetables',), ('rolls/buns',), ('salty snack',)})",4
0.01,"frozenset({('bathroom cleaner',), ('other vegetables',), ('rolls/buns',), ('salty snack',)})",4
0.01,"frozenset({('candy',), ('other vegetables',), ('waffles',), ('rolls/buns',)})",4
0.01,"frozenset({('bathroom cleaner',), ('other vegetables',), ('waffles',), ('rolls/buns',)})",4
0.01,"frozenset({('candy',), ('bathroom cleaner',), ('other vegetables',), ('rolls/buns',)})",4
0.01,"frozenset({('other vegetables',), ('spices',), ('rolls/buns',), ('hamburger meat',)})",4
0.01,"frozenset({('other vegetables',), ('hygiene articles',), ('rolls/buns',), ('hamburger meat',)})",4
0.01,"frozenset({('other vegetables',), ('napkins',), ('rolls/buns',), ('hamburger meat',)})",4
0.01,"frozenset({('spices',), ('other vegetables',), ('hygiene articles',), ('rolls/buns',)})",4
0.01,"frozenset({('spices',), ('other vegetables',), ('napkins',), ('rolls/buns',)})",4
0.01,"frozenset({('other vegetables',), ('hygiene articles',), ('rolls/buns',), ('napkins',)})",4
0.01,"frozenset({('whipped/sour cream',), ('hard cheese',), ('other vegetables',), ('rolls/buns',)})",4
0.01,"frozenset({('liquor (appetizer)',), ('other vegetables',), ('bottled beer',), ('UHT-milk',)})",4
0.01,"frozenset({('bottled water',), ('curd',), ('UHT-milk',), ('other vegetables',)})",4
0.01,"frozenset({('root vegetables',), ('bottled water',), ('UHT-milk',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('bottled water',), ('UHT-milk',), ('other vegetables',)})",4
0.01,"frozenset({('hard cheese',), ('bottled water',), ('UHT-milk',), ('other vegetables',)})",4
0.01,"frozenset({('root vegetables',), ('curd',), ('UHT-milk',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('curd',), ('UHT-milk',), ('other vegetables',)})",4
0.01,"frozenset({('hard cheese',), ('curd',), ('UHT-milk',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('root vegetables',), ('other vegetables',), ('UHT-milk',)})",4
0.01,"frozenset({('root vegetables',), ('other vegetables',), ('hard cheese',), ('UHT-milk',)})",4
0.01,"frozenset({('whipped/sour cream',), ('hard cheese',), ('other vegetables',), ('UHT-milk',)})",4
0.01,"frozenset({('white bread',), ('chocolate',), ('bottled water',), ('other vegetables',)})",4
0.01,"frozenset({('root vegetables',), ('bottled water',), ('curd',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('bottled water',), ('curd',), ('other vegetables',)})",4
0.01,"frozenset({('hard cheese',), ('bottled water',), ('curd',), ('other vegetables',)})",4
0.01,"frozenset({('whipped/sour cream',), ('root vegetables',), ('bottled water',), ('other vegetables',)})",4
0.01,"frozenset({('root vegetables',), ('bottled water',), ('hard cheese',), ('other vegetables',)})",4
0.01,"frozenset({('bottled water',), ('spices',), ('hamburger meat',), ('other vegetables',)})",4
0.01,"frozenset({('bottled water',), ('hygiene articles',), ('hamburger meat',), ('other vegetables',)})",4
0.01,"frozenset({('bottled water',), ('napkins',), ('hamburger meat',), ('other vegetables',)})",4
